Customer ID,total_revenue,total_orders,first_purchase,last_purchase,lifespan_days,AOV,Segment
12440,859.2,2,2009-12-22 12:03:00,2010-09-03 13:11:00,255,429.6,Lost
12441,347.1,1,2010-12-08 10:45:00,2010-12-08 10:45:00,1,347.1,Lost
12443,485.31,1,2009-12-07 15:42:00,2009-12-07 15:42:00,1,485.31,Lost
12444,5005.46,5,2011-06-21 14:00:00,2011-11-18 13:23:00,149,1001.092,Champions
12445,434.98,2,2010-10-15 12:28:00,2011-11-17 18:43:00,398,217.49,New customers
12446,1002.3100000000001,1,2011-10-13 12:50:00,2011-10-13 12:50:00,1,1002.3100000000001,New customers
12447,476.49,1,2011-04-10 13:25:00,2011-04-10 13:25:00,1,476.49,Lost
12448,449.45,1,2011-10-26 13:46:00,2011-10-26 13:46:00,1,449.45,New customers
12449,4835.89,6,2010-09-27 09:37:00,2011-11-17 13:46:00,416,805.9816666666667,Champions
12450,688.2,5,2010-08-22 13:11:00,2011-07-06 14:41:00,318,137.64000000000001,Loyal
12451,12669.88,8,2010-06-28 12:58:00,2011-11-29 08:40:00,518,1583.735,Champions
12452,430.57,2,2011-11-23 08:05:00,2011-11-23 10:28:00,1,215.285,New customers
12453,707.09,1,2011-07-28 14:08:00,2011-07-28 14:08:00,1,707.09,Potential loyalists
12454,16679.78,5,2010-10-14 17:33:00,2011-10-14 17:13:00,364,3335.9559999999997,Champions
12455,5879.95,10,2009-12-18 12:33:00,2011-09-27 15:31:00,648,587.995,Loyal
12456,3181.04,3,2011-03-30 09:12:00,2011-10-26 14:41:00,210,1060.3466666666666,Loyal
12457,2995.91,8,2010-09-30 17:59:00,2011-10-04 13:13:00,368,374.48875,Loyal
12458,1777.49,4,2010-08-09 10:33:00,2011-09-29 15:25:00,416,444.3725,Loyal
12459,454.36,1,2010-04-13 14:53:00,2010-04-13 14:53:00,1,454.36,Lost
12460,326.65,1,2010-09-09 13:51:00,2010-09-09 13:51:00,1,326.65,Lost
12461,826.88,2,2011-07-08 10:23:00,2011-09-06 16:57:00,60,413.44,Potential loyalists
12462,1189.59,2,2011-02-09 14:44:00,2011-11-21 09:11:00,284,594.795,New customers
12463,1344.78,4,2011-04-12 12:47:00,2011-10-17 13:44:00,188,336.195,Loyal
12464,1212.05,8,2011-02-03 13:30:00,2011-11-29 13:33:00,299,151.50625,Champions
12465,742.1899999999999,2,2011-06-23 13:37:00,2011-11-22 16:34:00,152,371.09499999999997,New customers
12466,56.73,1,2010-01-26 16:26:00,2010-01-26 16:26:00,1,56.73,Lost
12467,132.8,1,2010-10-12 15:41:00,2010-10-12 15:41:00,1,132.8,Lost
12468,3670.74,5,2010-01-26 10:09:00,2011-06-05 11:36:00,495,734.1479999999999,Loyal
12469,3070.54,2,2010-06-21 10:30:00,2010-07-05 12:40:00,14,1535.27,Lost
12470,211.95,1,2010-01-19 11:01:00,2010-01-19 11:01:00,1,211.95,Lost
12471,37725.28,78,2009-12-07 10:41:00,2011-11-29 13:01:00,722,483.6574358974359,Champions
12472,17880.59,19,2009-12-14 10:49:00,2011-11-07 14:01:00,693,941.0836842105264,Champions
12473,3938.5499999999997,5,2011-06-01 10:15:00,2011-11-10 13:46:00,162,787.7099999999999,Champions
12474,12424.45,31,2010-02-11 09:41:00,2011-11-22 14:39:00,649,400.7887096774194,Champions
12475,1149.64,2,2010-10-26 08:49:00,2011-10-17 10:10:00,356,574.82,New customers
12476,14115.41,23,2010-07-26 09:04:00,2011-11-24 12:40:00,486,613.7134782608696,Champions
12477,20276.37,9,2010-03-26 14:01:00,2011-11-17 09:51:00,600,2252.93,Champions
12479,527.2,1,2011-11-28 13:26:00,2011-11-28 13:26:00,1,527.2,New customers
12480,5464.85,7,2010-07-20 13:21:00,2011-11-11 14:52:00,479,780.6928571428572,Champions
12481,12361.39,15,2010-04-11 13:10:00,2011-11-17 08:29:00,584,824.0926666666667,Champions
12482,23691.4,29,2010-02-24 10:24:00,2010-05-12 16:51:00,77,816.944827586207,At risk
12483,5120.58,19,2010-01-31 13:28:00,2011-11-22 17:02:00,660,269.5042105263158,Champions
12484,6370.15,12,2010-01-27 16:41:00,2011-11-07 11:37:00,648,530.8458333333333,Champions
12485,708.1,1,2010-06-28 15:22:00,2010-06-28 15:22:00,1,708.1,Lost
12486,1037.28,1,2010-10-04 12:14:00,2010-10-04 12:14:00,1,1037.28,Lost
12487,285.29999999999995,1,2009-12-09 11:36:00,2009-12-09 11:36:00,1,285.29999999999995,Lost
12488,1298.66,3,2011-09-25 10:34:00,2011-11-30 08:50:00,65,432.8866666666667,Loyal
12489,334.93,1,2011-01-07 13:13:00,2011-01-07 13:13:00,1,334.93,Lost
12490,9361.34,20,2009-12-01 12:52:00,2011-11-22 11:19:00,720,468.067,Champions
12491,460.40000000000003,1,2011-11-01 12:18:00,2011-11-01 12:18:00,1,460.40000000000003,New customers
12492,715.21,3,2010-11-01 14:58:00,2011-10-07 15:15:00,340,238.40333333333334,Loyal
12493,433.74,2,2011-05-26 14:53:00,2011-06-27 10:17:00,31,216.87,Potential loyalists
12494,1872.8700000000001,9,2010-05-12 13:52:00,2011-11-24 09:34:00,560,208.0966666666667,Champions
12495,357.4,1,2010-03-09 10:53:00,2010-03-09 10:53:00,1,357.4,Lost
12496,54.09,2,2010-03-29 13:57:00,2010-03-29 14:06:00,1,27.045,Lost
12497,6248.5,3,2010-03-05 09:39:00,2011-09-19 12:29:00,563,2082.8333333333335,Loyal
12498,403.70000000000005,3,2011-10-13 09:30:00,2011-11-18 12:53:00,36,134.5666666666667,Loyal
12499,393.72,1,2010-05-28 15:12:00,2010-05-28 15:12:00,1,393.72,Lost
12500,5955.21,19,2010-02-04 15:05:00,2011-11-16 16:20:00,650,313.4321052631579,Champions
12501,2169.39,1,2011-01-07 12:28:00,2011-01-07 12:28:00,1,2169.39,Lost
12502,3723.87,5,2011-02-03 10:41:00,2011-09-05 11:52:00,214,744.774,Loyal
12503,1126.0,1,2010-05-04 13:59:00,2010-05-04 13:59:00,1,1126.0,Lost
12504,779.05,4,2010-04-22 10:24:00,2011-11-21 16:02:00,578,194.7625,Loyal
12505,955.2,1,2010-10-27 09:18:00,2010-10-27 09:18:00,1,955.2,Lost
12506,73.5,1,2011-04-21 08:54:00,2011-04-21 08:54:00,1,73.5,Lost
12507,1844.06,4,2010-05-04 09:23:00,2011-07-28 17:09:00,450,461.015,Loyal
12508,398.27,2,2011-11-10 16:27:00,2011-11-13 15:37:00,2,199.135,New customers
12509,176.5,1,2011-02-28 14:45:00,2011-02-28 14:45:00,1,176.5,Lost
12510,5178.02,9,2009-12-04 13:47:00,2011-07-20 10:15:00,592,575.3355555555556,Loyal
12511,3084.02,1,2010-10-07 10:39:00,2010-10-07 10:39:00,1,3084.02,Lost
12512,138.03,2,2011-10-04 14:53:00,2011-10-04 14:55:00,1,69.015,Potential loyalists
12513,612.29,1,2011-08-19 10:51:00,2011-08-19 10:51:00,1,612.29,Potential loyalists
12514,1597.76,2,2010-03-08 12:18:00,2011-03-17 16:38:00,374,798.88,Lost
12515,383.7,1,2010-12-21 15:43:00,2010-12-21 15:43:00,1,383.7,Lost
12516,2648.62,4,2010-04-19 14:14:00,2011-09-23 09:13:00,521,662.155,Loyal
12517,2502.84,5,2011-06-02 15:13:00,2011-11-11 14:04:00,161,500.56800000000004,Champions
12518,1717.75,4,2011-08-21 13:18:00,2011-11-11 11:18:00,81,429.4375,Loyal
12519,726.54,2,2010-08-20 08:21:00,2011-10-07 09:26:00,413,363.27,New customers
12520,2634.26,5,2011-03-11 11:35:00,2011-09-21 15:23:00,194,526.8520000000001,Loyal
12521,599.68,1,2011-07-20 10:51:00,2011-07-20 10:51:00,1,599.68,Potential loyalists
12522,192.72,2,2011-10-19 14:41:00,2011-10-31 15:30:00,12,96.36,New customers
12523,4372.15,23,2009-12-07 13:46:00,2011-11-20 12:55:00,712,190.09347826086955,Champions
12524,11126.11,17,2010-02-08 14:41:00,2011-11-30 15:31:00,660,654.4770588235294,Champions
12525,973.73,3,2010-03-02 14:01:00,2010-07-29 16:08:00,149,324.57666666666665,At risk
12526,1039.58,2,2011-09-06 14:19:00,2011-10-17 09:37:00,40,519.79,New customers
12527,735.51,5,2010-06-28 15:37:00,2011-09-19 11:55:00,447,147.102,Loyal
12528,1933.48,6,2011-01-31 09:05:00,2011-11-30 14:40:00,303,322.24666666666667,Champions
12529,316.48,1,2010-06-29 13:10:00,2010-06-29 13:10:00,1,316.48,Lost
12530,3759.26,9,2010-03-07 14:37:00,2011-10-11 12:34:00,582,417.6955555555556,Champions
12531,1933.2,2,2010-01-22 14:17:00,2011-11-25 11:12:00,671,966.6,New customers
12532,349.83000000000004,1,2011-11-09 13:47:00,2011-11-09 13:47:00,1,349.83000000000004,New customers
12533,1367.89,2,2009-12-01 11:50:00,2010-03-22 10:56:00,110,683.945,Lost
12534,1089.18,1,2011-08-01 10:26:00,2011-08-01 10:26:00,1,1089.18,Potential loyalists
12535,716.35,2,2011-06-06 12:47:00,2011-09-09 08:48:00,94,358.175,Potential loyalists
12536,12601.830000000002,3,2011-10-11 14:52:00,2011-10-27 14:20:00,15,4200.610000000001,Loyal
12537,732.94,1,2010-10-27 08:36:00,2010-10-27 08:36:00,1,732.94,Lost
12538,640.45,2,2010-11-26 13:02:00,2011-11-10 17:16:00,349,320.225,New customers
12539,11214.75,7,2009-12-23 13:00:00,2011-11-17 13:30:00,694,1602.107142857143,Champions
12540,22254.49,33,2009-12-07 16:56:00,2011-11-20 11:31:00,712,674.3784848484848,Champions
12541,981.18,3,2011-03-04 09:32:00,2011-11-10 10:40:00,251,327.06,Loyal
12542,481.88,2,2010-03-09 16:26:00,2010-08-12 19:12:00,156,240.94,Lost
12543,980.25,1,2010-09-17 15:51:00,2010-09-17 15:51:00,1,980.25,Lost
12544,372.7,1,2011-11-03 16:15:00,2011-11-03 16:15:00,1,372.7,New customers
12545,1000.39,2,2011-03-25 12:04:00,2011-09-25 13:39:00,184,500.195,Potential loyalists
12546,1161.5,2,2011-09-23 09:44:00,2011-10-24 12:09:00,31,580.75,New customers
12547,383.58,3,2010-07-27 13:55:00,2011-05-26 12:38:00,302,127.86,At risk
12548,95.19999999999999,1,2011-06-26 15:35:00,2011-06-26 15:35:00,1,95.19999999999999,Potential loyalists
12549,1575.68,6,2010-01-11 12:29:00,2010-05-13 12:05:00,121,262.61333333333334,At risk
12550,964.83,1,2011-09-21 14:35:00,2011-09-21 14:35:00,1,964.83,Potential loyalists
12551,168.0,1,2010-12-17 11:23:00,2010-12-17 11:23:00,1,168.0,Lost
12552,437.82,2,2011-10-31 12:11:00,2011-11-01 10:02:00,1,218.91,New customers
12553,4608.75,12,2010-10-12 13:35:00,2011-12-01 16:38:00,415,384.0625,Champions
12554,468.5,1,2010-09-17 12:29:00,2010-09-17 12:29:00,1,468.5,Lost
12555,129.23,1,2010-01-26 16:26:00,2010-01-26 16:26:00,1,129.23,Lost
12556,603.71,2,2011-07-11 13:35:00,2011-10-20 13:06:00,100,301.855,New customers
12557,18716.14,8,2009-12-17 10:39:00,2011-11-23 16:59:00,706,2339.5175,Champions
12558,269.96,1,2011-12-02 10:41:00,2011-12-02 10:41:00,1,269.96,New customers
12559,561.71,2,2011-01-24 10:12:00,2011-02-02 09:49:00,8,280.855,Lost
12560,1436.31,2,2011-07-19 15:55:00,2011-08-19 15:22:00,30,718.155,Potential loyalists
12561,238.85,1,2011-02-10 11:39:00,2011-02-10 11:39:00,1,238.85,Lost
12562,4966.92,9,2010-09-30 13:13:00,2011-12-01 17:20:00,427,551.88,Champions
12563,249.24,1,2010-10-27 09:52:00,2010-10-27 09:52:00,1,249.24,Lost
12564,456.9,1,2011-03-23 14:55:00,2011-03-23 14:55:00,1,456.9,Lost
12565,145.92,1,2011-02-24 10:34:00,2011-02-24 10:34:00,1,145.92,Lost
12566,351.65,1,2011-09-14 14:30:00,2011-09-14 14:30:00,1,351.65,Potential loyalists
12567,13709.86,15,2010-02-11 10:30:00,2011-11-17 11:02:00,644,913.9906666666667,Champions
12568,70.0,1,2010-03-05 09:15:00,2010-03-05 09:15:00,1,70.0,Lost
12569,3704.86,28,2011-04-01 13:47:00,2011-12-02 10:24:00,244,132.3164285714286,Champions
12570,77.52,1,2010-01-26 17:28:00,2010-01-26 17:28:00,1,77.52,Lost
12571,519.61,2,2011-08-10 12:35:00,2011-10-31 10:19:00,81,259.805,New customers
12572,1020.42,2,2011-10-19 08:20:00,2011-12-01 09:20:00,43,510.21,New customers
12573,717.41,5,2010-08-31 17:25:00,2011-04-26 15:52:00,237,143.482,At risk
12574,218.45,1,2011-01-28 09:20:00,2011-01-28 09:20:00,1,218.45,Lost
12575,622.8199999999999,2,2010-07-01 09:15:00,2010-09-08 13:09:00,69,311.40999999999997,Lost
12576,2142.72,8,2010-07-01 13:46:00,2011-11-04 10:11:00,490,267.84,Champions
12577,1653.75,8,2009-12-03 19:31:00,2011-11-04 13:24:00,700,206.71875,Champions
12578,4642.45,4,2010-09-22 11:19:00,2011-11-18 13:30:00,422,1160.6125,Loyal
12579,440.42,1,2011-09-22 17:15:00,2011-09-22 17:15:00,1,440.42,Potential loyalists
12580,1052.9,2,2010-05-12 11:45:00,2011-04-07 10:24:00,329,526.45,Lost
12581,197.71,1,2011-10-31 08:56:00,2011-10-31 08:56:00,1,197.71,New customers
12582,1980.4,4,2010-05-11 09:55:00,2011-04-15 08:45:00,338,495.1,At risk
12583,13752.67,26,2009-12-06 11:57:00,2011-11-21 11:16:00,714,528.9488461538461,Champions
12584,2137.7000000000003,8,2011-03-04 15:15:00,2011-11-22 08:34:00,262,267.21250000000003,Champions
12585,2040.1,2,2010-12-23 12:58:00,2011-04-19 13:39:00,117,1020.05,Lost
12586,2062.67,4,2009-12-16 13:15:00,2011-11-22 16:24:00,706,515.6675,Loyal
12587,144.0,1,2011-12-02 12:47:00,2011-12-02 12:47:00,1,144.0,New customers
12588,958.78,4,2010-04-21 12:22:00,2011-10-31 15:01:00,558,239.695,Loyal
12589,4695.66,8,2010-01-19 12:26:00,2011-11-11 10:19:00,660,586.9575,Champions
12590,9864.26,2,2011-05-12 14:46:00,2011-05-12 14:52:00,1,4932.13,Lost
12591,1352.15,3,2010-10-27 10:42:00,2011-01-26 14:35:00,91,450.7166666666667,At risk
12592,2582.66,5,2010-07-08 14:06:00,2011-09-08 15:04:00,427,516.5319999999999,Loyal
12593,418.09999999999997,3,2011-05-05 09:29:00,2011-08-23 12:43:00,110,139.36666666666665,Loyal
12594,5090.110000000001,15,2010-03-03 13:51:00,2011-11-02 12:20:00,608,339.3406666666667,Champions
12595,299.02,1,2010-07-23 09:10:00,2010-07-23 09:10:00,1,299.02,Lost
12596,618.27,2,2011-04-11 13:22:00,2011-10-19 13:02:00,190,309.135,New customers
12597,3811.22,4,2011-03-16 14:00:00,2011-11-20 13:33:00,248,952.805,Loyal
12598,4534.09,11,2010-03-01 09:58:00,2011-11-30 12:18:00,639,412.19,Champions
12599,2296.72,13,2010-05-11 10:42:00,2011-11-10 13:34:00,548,176.67076923076922,Champions
12600,5043.92,21,2009-12-07 13:37:00,2011-11-11 10:29:00,703,240.18666666666667,Champions
12601,681.26,6,2010-10-31 10:57:00,2011-06-03 10:17:00,214,113.54333333333334,Loyal
12602,153.12,1,2011-10-12 11:22:00,2011-10-12 11:22:00,1,153.12,New customers
12603,739.1999999999999,1,2011-11-18 10:42:00,2011-11-18 10:42:00,1,739.1999999999999,New customers
12604,254.18,2,2011-03-23 12:06:00,2011-09-21 14:08:00,182,127.09,Potential loyalists
12605,1232.95,4,2010-09-07 14:21:00,2010-11-28 14:18:00,81,308.2375,At risk
12606,21.0,1,2010-01-26 16:23:00,2010-01-26 16:23:00,1,21.0,Lost
12607,1579.51,1,2011-10-10 16:06:00,2011-10-10 16:06:00,1,1579.51,New customers
12608,415.79,1,2010-10-31 10:49:00,2010-10-31 10:49:00,1,415.79,Lost
12609,3435.86,9,2009-12-20 13:30:00,2011-09-22 16:34:00,641,381.76222222222225,Loyal
12610,2099.54,5,2011-08-05 13:52:00,2011-11-17 09:34:00,103,419.908,Champions
12611,1193.32,1,2011-10-18 13:12:00,2011-10-18 13:12:00,1,1193.32,New customers
12612,704.0400000000001,1,2011-09-26 15:35:00,2011-09-26 15:35:00,1,704.0400000000001,Potential loyalists
12613,6835.07,10,2009-12-14 13:10:00,2011-10-13 14:59:00,668,683.507,Champions
12614,315.6,1,2011-03-07 10:22:00,2011-03-07 10:22:00,1,315.6,Lost
12615,5318.13,7,2010-03-18 14:09:00,2011-11-03 10:45:00,594,759.7328571428571,Champions
12616,1131.1,3,2010-11-16 11:38:00,2011-09-05 15:17:00,293,377.0333333333333,Loyal
12617,355.53,1,2011-11-10 14:39:00,2011-11-10 14:39:00,1,355.53,New customers
12618,177.31,1,2011-11-18 11:10:00,2011-11-18 11:10:00,1,177.31,New customers
12619,3781.38,10,2010-05-28 12:52:00,2011-11-23 14:52:00,544,378.13800000000003,Champions
12620,1339.41,3,2011-05-19 12:10:00,2011-11-25 10:20:00,189,446.47,Loyal
12621,23587.61,34,2010-02-09 12:01:00,2011-11-16 08:37:00,644,693.7532352941176,Champions
12622,180.1,1,2011-04-21 16:39:00,2011-04-21 16:39:00,1,180.1,Lost
12623,3747.84,7,2010-01-12 11:45:00,2011-03-08 13:50:00,420,535.4057142857143,At risk
12624,641.13,2,2011-06-15 12:34:00,2011-08-25 15:04:00,71,320.565,Potential loyalists
12625,5164.88,4,2010-04-22 11:33:00,2011-05-12 09:54:00,384,1291.22,At risk
12626,6620.48,9,2011-01-17 11:01:00,2011-11-16 16:06:00,303,735.6088888888888,Champions
12627,4478.53,7,2011-07-22 13:59:00,2011-11-29 12:07:00,129,639.79,Champions
12628,571.21,2,2011-10-06 09:28:00,2011-11-06 14:26:00,31,285.605,New customers
12629,1558.22,2,2010-10-12 16:40:00,2010-11-19 09:18:00,37,779.11,Lost
12630,1270.88,2,2011-10-27 10:41:00,2011-11-30 10:48:00,34,635.44,New customers
12631,3481.57,6,2010-01-15 14:50:00,2011-10-13 13:53:00,635,580.2616666666667,Champions
12632,804.88,2,2010-05-24 09:07:00,2010-07-07 09:39:00,44,402.44,Lost
12633,5678.16,7,2010-07-02 11:44:00,2011-10-12 11:40:00,466,811.1657142857142,Champions
12634,490.0,2,2010-06-09 15:41:00,2010-06-22 10:05:00,12,245.0,Lost
12635,2930.41,4,2010-09-09 10:50:00,2011-09-11 11:04:00,367,732.6025,Loyal
12636,141.0,1,2009-12-01 09:55:00,2009-12-01 09:55:00,1,141.0,Lost
12637,8340.31,12,2010-06-14 13:36:00,2011-10-03 13:46:00,476,695.0258333333333,Loyal
12638,921.49,2,2010-03-10 10:30:00,2011-11-06 13:11:00,606,460.745,New customers
12639,1312.37,3,2010-03-22 09:05:00,2011-04-15 12:48:00,389,437.45666666666665,At risk
